"recipeId","direction"
105,"Add bay leaf, salt, and pepper, and cook over low heat for about 10 more minutes. Add poached chicken and warm heavy cream, and stir well. Spoon equal portions into 6 individual (16-ounce) ovenproof casserole dishes or bowls. Top with your favorite pie dough or puff pastry."
105,"In a small bowl, whisk together 2 egg whites with a little water. Brush dough with egg wash. Place casseroles on a sheet pan and bake until golden brown on top. Remove from the oven and let cool for 5 to 10 minutes before serving."
106,"Cook beef and onion in large saucepan over medium-high heat 5 minutes or until beef is crumbled and no longer pink, stirring occasionally; drain."
106,"Stir in seasoning mix. Add remaining ingredients; bring to a boil. Reduce heat to medium; simmer 10 minutes, stirring several times."
106,"This recipe was shared by Hunt's."
107,"Cook beef and onion in large saucepan over medium-high heat 5 minutes or until beef is crumbled and no longer pink, stirring occasionally; drain. Stir in seasoning mix. Add remaining ingredients; bring to a boil. Reduce heat to medium; simmer 10 minutes, stirring several times. This recipe was shared by Hunt's."
108,"Trim the tops and bottoms from the fennel bulbs, reserving a handful of the fronds for garnish. Quarter the bulbs. Set each quarter on its side and slice off most of the core. Cut the quarters into wedges about 1-inch thick (don't worry if some pieces fall off the wedge-use those too)."
108,"Put 1/4 cup oil in a large skillet with a tight-fitting lid. Place over medium-high heat until almost smoking. Add the fennel and cook without stirring until fennel is brown on the bottom, about 5 minutes. Stir and let the fennel continue to cook until some more pieces brown, 1 to 2 minutes."
108,"Add 1/2 cup water to the skillet, scraping up any browned bits from the bottom. Sprinkle with 1/2 teaspoon of salt and several grinds of pepper. Lower the heat to medium, cover the skillet, and cook 5 minutes."
108,"Sprinkle the cod with salt and pepper and place on top of the fennel. Cover the pan again and simmer, adding more liquid occasionally if the pan is dry, until the fennel is very tender and the cod is cooked through, 5 to 7 minutes."
108,"Meanwhile, chop the reserved fennel fronds (you should have about 1 1/2 to 2 tablespoons) and remove the zest from the lemon. Heat the remaining 2 tablespoons of oil in a medium skillet over medium-high heat. Add the breadcrumbs and cook, stirring frequently, until the breadcrumbs brown, 2 to 3 minutes. Remove from the heat, season with salt and pepper, and allow to cool. Mix the fennel fronds and lemon zest into the breadcrumbs until combined."
108,"Juice the lemon. Roughly chop the olives."
108,"When the cod and fennel are done, stir in the lemon juice and the olives. Remove from the heat and let stand for about 1 minute to warm the olives. Transfer the fennel and cod to serving bowls and top the fish with the toasted breadcrumbs. Pour any remaining pan juices over the fennel."
109,"Put the bacon into an unheated large, high-sided skillet and cook over medium heat, stirring periodically, until the bacon is browned and crisp, about 8 minutes. Transfer the bacon to a small bowl with a slotted spoon; set aside."
109,"Discard all but 2 tablespoons of the bacon fat in the pan. Increase the heat to medium-high. Add the mushrooms, 1/4 teaspoon salt and several grinds of pepper and cook until browned, 2 to 3 minutes. Stir in the garlic, flour and tomato paste and cook, stirring, until the tomato paste darkens a little, about 1 minute. Add the chicken broth, wine, onions, thyme, 1/2 teaspoon salt and more pepper. Bring to a boil, then let simmer until thickened, about 4 minutes."
109,"Turn the heat down to medium, and whisk in the butter a little at a time. If the sauce tastes a little too acidic, add the sugar. Nestle the chicken and cooked bacon into the sauce, and simmer gently until the chicken is heated through, 6 to 7 minutes. (This could take up to 10 minutes if the chicken is cold, or as little as 3 minutes if it is warm.) Spoon the sauce over the chicken pieces periodically to coat completely. Toss the chicken in the sauce, remove the thyme stems, sprinkle with the parsley and serve."
110,"Prepare a grill for medium heat."
110,"Put the grated garlic into a large resealable bag. Add 1/4 cup oil, the lemon zest and juice, oregano and the chicken. Seal the bag tightly and use your hands to vigorously massage the marinade into the chicken, making sure that the chicken is evenly coated. Marinate for at least 10 minutes at room temperature."
110,"Meanwhile, remove the rind from the watermelon, cut the fruit into 1-inch cubes and put in a large mixing bowl. (You should have about 6 cups total.) Quarter the cucumber lengthwise and cut into 1-inch pieces. Place on top of the watermelon in the mixing bowl. Cut the feta into 1/2-inch cubes, put on top of the cucumber and top with the Kalamata olives. (Do not mix yet.) Reserve."
110,"Remove the chicken from the marinade and place on a platter. Lightly oil the grill grates. Sprinkle the chicken liberally with salt and pepper and arrange the pieces skin-side down on the grill, leaving some space between the pieces. Cook until the skin is lightly charred and releases itself from the grill, about 2 minutes. Then rotate the chicken about 90 degrees so that the skin won't burn and cook another 2 minutes. Flip and cook for an additional 5 minutes. Cover the grill and cook until an instant-read thermometer inserted into the deepest part of each chicken thigh reads 165 degrees F, about 5 more minutes. Transfer to a platter and rest for at least 5 minutes before serving."
110,"While the chicken is resting, brush the cut sides of the baguette halves with 2 tablespoons oil and sprinkle with salt and pepper. Arrange the bread cut-side down on the grill until lightly charred and warmed through, about 2 minutes. Halve the remaining garlic clove and lightly rub the cut sides of the garlic onto the hot bread. Halve each piece of baguette."
110,"Scatter most of the mint over the watermelon mixture. Add the remaining 1/4 cup extra-virgin olive oil and a large pinch of salt and pepper and gently stir to combine."
110,"Divide the watermelon salad among 4 large dinner plates along with a piece of chicken and some bread. Garnish with the remaining mint and serve immediately."
111,"Combine 1 1/2 cups of water, the rice and 1/2 teaspoon salt in a small saucepan and bring to a boil. Reduce the heat, cover and simmer until the rice is tender and most of the water is absorbed, about 15 minutes. Remove from heat and let rest. Fluff with a fork right before serving."
111,"Meannwhile, quarter the bok choy through the stem ends. Halve the mushroom caps (or quarter them if they are large) by stacking them and cutting them in batches."
111,"Heat 2 large nonstick skillets with 1 tablespoon oil in each over medium-high heat. Divide the bok choy between the two pans, placing it cut-side down. Cook, undisturbed, until charred in spots, 2 to 3 minutes. By this time, the leaves will be fairly wilted, and there will be enough room to transfer all of the bok choy into just one skillet to finish cooking. Place the bok choy so that the other cut side faces down. Cook until charred in spots, about 2 minutes. Add the mushrooms, scallion whites, 1/2 teaspoon salt and a few grinds of pepper. Continue to cook, stirring, until the bok choy and mushrooms are soft, about 4 minutes (if the skillet looks dry add 1 more tablespoon of oil). Stir in the scallion greens, then remove the skillet from the heat. Stir in the soy sauce and vinegar."
111,"While the bok choy cooks, pat the fish dry with paper towels and sprinkle with 1/2 teaspoon salt and a few grinds of pepper. Wipe out the other skillet and add 1 tablespoon vegetable oil. Put the salmon into the hot skillet, flesh-side down, and cook until golden brown and crisp, about 4 minutes. Flip with a spatula and cook the other side to the desired level of doneness, 2 to 3 minutes more."
111,"Divide the vegetables and rice between 4 plates and top each with a piece of salmon. Drizzle with a little extra soy sauce."
112,"Position 2 oven racks in the top and middle position, and preheat to 450 degrees F. Toss the grapes and sage leaves with 2 tablespoons of the oil, 1 teaspoon salt and a few grinds of pepper on a rimmed baking sheet. Bake on the top rack until the grapes have shriveled and softened and the skins have browned, 15 to 20 minutes. Pull out some of the sage leaves to use as garnish."
112,"Meanwhile, season the pork all over with 1/2 teaspoon salt and a few grinds of pepper. Heat the remaining tablespoon of oil in a large ovenproof skillet over high heat. Add the pork and cook, turning as needed, until well-browned on all sides, about 5 minutes. Transfer the skillet to the middle rack of the oven, and roast the pork until an instant-read thermometer inserted in the center registers 145 degrees F, 11 to 12 minutes. Set aside to rest."
112,"While the grapes and pork roast, put the couscous in a medium bowl. Add just enough hot water to cover the couscous, cover with plastic wrap and let sit until all the liquid is absorbed and the couscous is tender, about 5 minutes. Fluff with a fork."
112,"Slice the pork. Put the couscous on a serving platter, and top with the pork and grapes. Sprinkle with the walnuts and reserved sage leaves."
113,"Puree the tomatoes, onions, garlic, chipotle and adobo sauce in a food processor until completely smooth."
113,"Heat the oil in a large Dutch oven or pot over medium-high heat until nearly smoking. Add the pork in a single layer, season with 1 teaspoon salt and 1/2 teaspoon pepper and cook, undisturbed, until beginning to brown, about 2 minutes. Turn the pieces and cook until brown, about 1 minute more. Dust the meat with the chili powder, and add the tomato puree, sweet potatoes, chicken broth, 1/4 teaspoon salt and a few grinds of pepper. Bring to a boil, reduce the heat to medium, cover and gently simmer until the meat is cooked through and the potatoes are tender, about 15 minutes."
113,"Meanwhile, prepare the toppings: Chop the jalapenos, and whisk together with the yogurt in a small bowl. Shred the cabbage, cut the avocado into chunks and cut the lime into wedges."
113,"Ladle the stew into large, deep bowls. Top with the yogurt mixture, garnish with the cabbage, avocado, lime and cilantro and serve with the tortillas."
114,"1. Heat olive oil in a large, heavy skillet over medium-high heat. Add onion, garlic, 1 tablespoon salt, chili powder, and oregano and cook, stirring, until fragrant, about 3 minutes."
114,"2. Stir in tomato paste and chipotle chile and sauce; cook 1 minute more. Add turkey, breaking it up with a wooden spoon, and cook until meat begins to brown, about 3 minutes. Add beer and simmer until reduced by about half, about 8 minutes. Add tomatoes-crushing them through your fingers into skillet-along with their juices and beans; bring to a boil. Cook, uncovered and stirring occasionally, until thickened, about 10 minutes."
114,"3. Ladle chili into bowls and serve with garnishes of your choice."
114,"Calories: 400"
114,"Total Fat: 13 grams"
114,"Saturated Fat: 1.5 grams"
114,"Total Carbohydrate: 34 grams"
114,"Protein: 38 grams"
114,"Sodium: 510 milligrams"
114,"Cholesterol: 45 milligrams"
114,"Fiber: 12 grams"
115,"Heat the olive oil in a large, heavy skillet over medium-high heat. Add the onion, garlic, salt, chili powder, and oregano and cook, stirring, until fragrant, about 3 minutes. Stir in the tomato paste and the chipotle chile and sauce; cook 1 minute more. Add the turkey, breaking it up with a wooden spoon, and cook until the meat loses its raw color, about 3 minutes. Add the beer and simmer until reduced by about half, about 8 minutes. Add the tomatoes--crushing them through your fingers into the skillet--along with their juices and the beans; bring to a boil. Cook, uncovered, stirring occasionally, until thick, about 10 minutes."
115,"Ladle the chili into bowls and serve with the garnishes of your choice."
116,"In a microwave-safe bowl, melt the chocolate. Add and thoroughly whisk together the eggs, sugar, and flour. Pass the mixture through a strainer to remove any lumps and to filter out the chalazaes (the little white strands that attach the yolk to the egg white). Transfer to whipper and pressurize. Spray mixture into a greased glass, ramekin, or whatever microwave-safe container you will cook it in, leaving at least the top third of the container empty. (A clear glass is nice to use, as you can can see the cake rise and fall as it cooks.) Microwave for 30 seconds or until the foam has set. Flip onto a plate and dust with powdered sugar. (For better-tasting results, try adding Nutella or Fluff: Spray a thin layer of cake batter, drop a spoonful of filling into the center, and then spray more cake batter on top of and around the filling.)"
117,"Keeping cabbage whole, cut out and discard core and any discolored outer leaves. Beginning at top of head and working with 1 leaf at a time, remove 6 outer leaves, rolling each one back on itself until it can be loosened intact from head and reserve. Cut remaining cabbage head into 8 wedges and cut each wedge crosswise into 3 pieces. Separate layers of cabbage pieces. Peel parsnips and diagonally cut into 1/8-inch-thick slices."
117,"Bring a large kettle of salted water to boil and cook reserved cabbage leaves until just tender, 3 to 5 minutes. With a slotted spoon, transfer cabbage leaves to a kitchen towel to drain. Add cabbage pieces to boiling water and cook until crisp-tender, about 3 minutes. With slotted spoon transfer pieces to colander to drain and transfer to a bowl. Add potatoes to boiling water and cook just tender, about 4 minutes. With slotted spoon transfer potatoes to colander to drain and transfer to another bowl. Add parsnips to boiling water and cook until just tender, about 3 minutes. Drain parsnips in colander."
117,"In a 12-inch heavy skillet cook onion in 3 tablespoons butter over moderately low heat, stirring, until softened. Add cabbage pieces, salt, nutmeg, and pepper to taste and cook mixture over moderate heat, stirring occasionally, until cabbage is tender, about 10 minutes. If any liquid remains in skillet, cook mixture over high heat until liquid is evaporated, about 1 minute."
117,"If using robiola, cut into pieces. Stir robiola or mascarpone into cabbage mixture and cook over moderate heat, stirring until cheese is melted."
117,"Preheat oven to 375 degrees F."
117,"Butter a 2-quart ovenproof round serving dish (about 8 1/2 to 9 inches across and 2 1/2 inches deep) and line with cabbage leaves, letting leaves overhang 1 to 2 inches. Arrange half of potatoes in serving dish and season with salt and pepper. Top potatoes in dish with half of cabbage mixture and arrange half of parsnips over cabbage. Repeat layering with remaining potatoes, cabbage mixture, and parsnips, arranging last layer of parsnips decoratively around edge of casserole and leaving cabbage exposed in center. Dot parsnips with remaining 1/2 tablespoon butter. Fold cabbage leaves over parsnips and cover tightly with a double layer of foil. Casserole may be prepared up to this point 1 day ahead and chilled. Bring casserole to room temperature before proceeding. Bake casserole until heated through and bubbling, about 1 hour."
117,"Let casserole stand 10 minutes before serving."
118,"Preheat oven to 350 degrees F."
118,"Saute onion in butter until translucent. Whisk in flour to form a roux. Gradually whisk in milk until thickened. Add cheeses and season. Remove from heat and beat in yolks. Allow to cool."
118,"While egg yolks are cooling, beat whites to stiff peak. Gently fold in whites to cheese mixture. Add to buttered 1 1/2-quart casserole dish and bake for 35 to 40 minutes."
118,"Serve immediately."
119,"Preheat oven or broiler to 450 degrees F."
119,"Bring a large pot of water to a boil. Salt water and add pasta. Cook shells 12 to 15 minutes, they should be softened but still undercooked at the center. Drain pasta and cool."
119,"Combine ricotta, 1/2 of the diced mozzarella, a couple of handfuls of Parmigiano and 1/2 of the Asiago. Add parsley to the cheeses and stir to combine."
119,"To a small saucepot over moderate heat add oil, garlic and onions. Saute onions and garlic 5 minutes. Add tomatoes and season sauce with salt and pepper. Simmer sauce 5 minutes and stir in basil leaves"
119,"Pour a little sauce into the bottom of a shallow medium sized flameproof casserole dish. Fill shells with rounded spoonfuls of cheese mixture and arrange them seam side down in casserole dish. Top shells with remaining sauce and remaining mozzarella and Asiago cheeses. Place shells in very hot oven or 8 inches from hot broiler and cook 6 to 8 minutes to melt cheeses and bubble sauce."
120,"For the chocolate cake ""crust"": Preheat the oven to 350 degrees F. Lightly grease the bottom only of a 9-inch springform pan that has been lined with parchment paper."
120,"In a medium bowl, cream together the butter and sugar. Add the extract and eggs, beating well after each addition. Add the flour and cocoa and mix well to combine. The batter will be stiff. Spread in the pan. Set aside."
120,"For the baked chocolate cheesecake: In a large bowl, cream the cream cheese and ricotta with the sugar until smooth. Add a small amount of the cheese mixture to the melted chocolate and combine well. Once the little bit of cheese mixture and chocolate is mixed well, add it back to the rest of the cheese mixture and beat until well combined. Add the eggs and flour and beat well. Smooth over the top of the cake batter in the pan. Bake until the cheesecake is set in the center, 25 to 30 minutes. Cover with foil during last 10 minutes to prevent over browning. Remove from the oven and cool."
120,"A cheesecake is not like a regular cake. It is considered set when the center is still wobbly. After you chill the cheesecake, it will set without wobbling. At this point let the cake cool. Once it is cool, you need to chill the cake for an hour or two."
120,"For the vanilla cream cheese mousse: Once your chocolate and cheesecake base has been chilled, you can start making the third layer."
120,"Beat the heavy whipping cream until stiff and set aside. In separate bowl, beat the cream cheese, sugar and vanilla with a mixer in large bowl until well blended. Fold the whipped cream into cheese mixture until just combined. Spread the mixture over the baked cheesecake layer and chill well (freezing the cake at this point works well and makes spreading the final layer easier). Make sure you chill for several hours to make sure all the layers are set."
120,"For the dark chocolate/white chocolate ganache: Place the chopped dark chocolate in a large bowl. Heat the cream and butter over low heat until just boiling. Reserve 2 tablespoons of the cream mixture. Pour the rest of the cream mixture over the chocolate and let set about 2 minutes, or until it begins to melt. Stir to combine. Repeat for the white chips using the reserved cream mixture. Let cool slightly until spreading consistency."
120,"Using a sharp knife, gently run the blade around the edge of the cake to loosen. Remove the cake sides from the pan and place the bottom with cake on a serving plate or stand. Spread the frosting over the top and sides."
120,"Drizzle the white chocolate lightly over the top. Using a knife or toothpick, run it lightly over the top to swirl to create desired effect. At this point, I would place the white chocolate ganache in a pastry bag and use a small round tip to decorate the top of the cake instead of trying to just drizzle it on top. You have more control."
120,"Press the mini chips (regular size works too) into the frosting on sides until completely coated to create a ""crust."" Place the cake in the fridge to chill while preparing the final frosting."
121,"Heat a large skillet over medium high heat. Add extra-virgin olive oil, 2 turns of the pan, garlic, red pepper flakes and shrimp. Season with grill seasoning or salt and pepper and cook shrimp 3 minutes or until just pink. Toss with lemon zest, juice and chopped parsley. Remove shrimp to a serving platter leaving the garlic cloves in the pan."
122,"Preheat oven to 400 degrees F."
122,"To make the crust: Blend flour, salt, and butter in food processor until butter is pea sized, about 15 pulses. Add cold water and blend until dough forms a ball, about 20 seconds. Form into a ball and divide in half. Roll half of the dough out to make pie bottom. Place pie bottom in a 10-inch deep dish pie pan."
122,"Fill bottom crust with the apples. Sprinkle lemon juice over the apples and top with apple pie mix in the center of the pie. Roll out the other piece of dough and place on top over the pie mix."
122,"Move oven rack to the middle of the oven. Cover crust edges tightly with 3 strips of aluminum foil. Cover top of pie loosely with a 12 by 12-inch square piece of foil. Place pie on cookie sheet. Bake 1 hour and 15 minutes. Remove large piece of foil, leaving strips in place, and bake until well browned, about 10 to 15 minutes. Strips may be removed the last 5 minutes, if necessary, to brown crust."
122,"Blend all ingredients together."
123,"Mix all ingredients together and let sit in the refrigerator for at least 1 hour for the flavors to blend. Mix thoroughly before service."
124,"In a medium saucepan over high heat, bring the cream to a boil and then reduce the heat to a simmer. Slowly whisk in the mixed cheeses until smooth. Add the pepper and truffle oil. Add the partially cooked pasta letting it finish cooking in the cheese mix, about 2 to 3 minutes. Spoon into ramekins or other serving dish and top with the bread crumbs."
125,"Lightly flour a work surface and roll out both puff pastry sheets into 12-inch squares. Lay half of 1 piece of pastry over a 12-compartment ice cube tray (the remaining half of the pastry will hang off the tray) then gently use the back of your fingers (or the handle of a wooden spoon) to press the dough down into each compartment of the tray. Repeat with the remaining pastry and tray."
125,"Fill 6 of the ice cube compartments in the same row each with 1 piece of cornichon, 1 piece of ham and 1 tablespoon gruyere cheese. Fill the next 6 ice cube compartments in the same row each with 3 mozzarella pearls, 1/2 teaspoon pesto and 2 slices sun-dried tomatoes. Fill the next 6 ice cube compartments in the same row each with 1 candied pecan, 2 red grape halves, 1 piece of brie and a pinch of black pepper. Stir together the cream cheese, scallion, 1/2 teaspoon lemon zest and a pinch of salt and pepper in a small bowl and stir until completely combined. Fill the last 6 ice cube compartments in the same row each with 1 shrimp then a spoonful of the cream cheese mixture."
125,"Brush the edges of the puff pastry with the beaten egg then fold the puff pastry over the ice cube tray so that it completely covers the filling. Cut the excess puff pastry from around the upper edges of the ice cube trays then use your fingers to press the dough together so that it is sealed. Put the ice cube trays in the freezer for 15 minutes."
125,"Position a rack in the center and preheat the oven to 400 degrees F."
125,"Use your fingers to gently loosen the puff pastry from the ice cube trays then flip out onto a cutting board. Use a knife to trim the edges of the dough to 1/4-inch-wide. Cut in between each ice cube compartment to free each filled compartment. Use a fork to crimp the edges of all the ice cube bites, making sure to keep the flavors separate."
125,"Line a large baking sheet with parchment. Put the ice cube bites on the baking sheet, keeping the flavors separate). Brush the beaten egg on top of the puff pastry then sprinkle the ham bites with the remaining gruyere cheese, lay a slice of sun-dried tomato on top of the pesto bites, sprinkle black pepper on the brie bites."
125,"Bake, rotating the baking sheet about halfway, until the bites are puffed and golden brown, about 25 minutes."
125,"Cool for 5 minutes on the baking sheet then transfer to a serving platter. Top the shrimp bites with the remaining lemon zest."
126,"Preheat the oven to 300 degrees F."
126,"Rub the lamb all over with olive oil and season all over with salt and pepper. Heat a very large Dutch oven such as Le Creuset over medium-high heat until its hot. Add the lamb and sear on all sides for about 12 minutes, until its browned all over. Remove the lamb to a plate."
126,"Add the wine and 2 cups of water to the pan and cook for a minute or two, scraping up all the brown bits in the bottom. Add the garlic, rosemary, thyme, and bay leaves and the lamb on top. Place the lid on the pot and bake in the oven for 4 hours, basting occasionally. (If you dont have a lid, you can cover it tightly with 2 layers of aluminum foil.)"
126,"After 4 hours, the lamb should be incredibly tender and falling off the bone. Remove the lamb to a plate, cover it tightly with foil and allow it to rest. Strain the sauce into a saucepan and bring to a boil. Lower the heat and simmer for 10 minutes to reduce. The lamb will be too tender to slice; serve it warm with spoons and the sauce."
127,"Adjust 2 racks to the top and bottom thirds of the oven and preheat to 425 degrees F. Put a baking sheet or pizza stone on the bottom rack."
127,"Combine the sugar with 4 cups of the blueberries in a medium saucepan. Bring to a simmer over medium heat, crushing up the berries with a wooden spoon to release their juices, and cook, stirring occasionally, until thick and reduced by half, 15 to 20 minutes. Remove from the heat and stir in the flour and the remaining 2 cups blueberries. Transfer to a bowl and cool completely, about 45 minutes."
127,"Meanwhile, fit one of the pie crusts into a 9-inch pie plate and fold and crimp the edges as desired. Refrigerate while you wait for the filling to cool."
127,"Line a baking sheet with parchment. Cut out as many stars as you can from the second pie crust. Arrange on the baking sheet. Bake on the upper rack until golden, about 10 minutes. Set aside to cool."
127,"Stir the cooled filling once and pour into the dough-lined pie plate; spread it out into an even layer. Place the pie on the preheated baking sheet, turn the oven down to 375 degrees F and bake until the crust in golden and the edge of the filling is bubbly, 55 to 60 minutes. Remove to a rack to cool. Press the stars into the filling, standing them up slightly. Let cool at least 2 hours before serving."
128,"Combine the cream of coconut, lime juice and half of the zest in a blender and blend until combined. Pour into the crust and freeze until solid, about 4 hours."
128,"Put the chocolate in a small microwave-safe bowl and heat for 30-second increments, stirring after each, until melted and very thin. Dip a fork into the chocolate and drizzle over the frozen pie. Sprinkle the remaining zest on top. Cover loosely with plastic wrap and freeze until the chocolate sets, then slice and serve."
129,"Cut 10 of the cookie sandwiches in half and arrange in the bottom of the pie crust."
129,"Whip the cream and sugar together in a medium bowl with an electric mixer on medium-high speed until it holds stiff peaks. Pour the cream into the pie crust and smooth out into an even layer with decorate swirls on top (the back of a spoon works nicely). Crumble the remaining 5 cookies and sprinkle over the top. Cover loosely with plastic wrap and refrigerate overnight, to soften the cookies."
130,"Put the sorbet in a medium microwave-safe bowl and heat until melted. Stir in the condensed milk and let cool."
130,"Put the cream in another medium bowl and beat with an electric mixer until it is thick and holds a ribbony shape when you run the beaters through it (do not let it form soft peaks), 2 to 3 minutes. Gently stir the thickened cream into the lemon sorbet mixture and pour into the pie crust. Smooth out into an even layer. Cover loosely with plastic wrap and freeze until set, about 2 hours or up to overnight."
131,"Preheat an oven to 350 degrees F. Fit the pie crust into a 9-inch pie plate and fold and crimp the edges as desired. Lay a large piece of foil over the dough and fill with pie weights or raw rice. Bake until the dough begins to dry and set but is still very pale, about 12 minutes. Remove the weights and foil and continue to bake until the dough is golden brown, 15 to 20 minutes more. Set aside to cool completely on a rack."
131,"Put the cream cheese, sugar and 1/4 cup water in a large bowl. With an electric mixer, beat on medium-high until light and smooth, about 2 minutes. Pour into the cooled pie crust and smooth out into an even layer. Top with the peach slices, loosely cover with plastic wrap and refrigerate until chilled, about 2 hours or up to overnight."
132,"Let the ice cream sit at room temperature to soften, about 20 minutes."
132,"Meanwhile, put 1/2 cup of the peanut butter in a medium microwave-safe bowl and heat for 30 second increments, stirring after each, until warm and very loose, about 2 minutes. Add the cereal and stir and toss until combined. Transfer to a 9-inch pie plate and press into an even layer along the bottom and up the sides, using the flat bottom of a measuring cup to help. (The mixture will still be a bit crumbly.)"
132,"Scoop the ice cream into the peanut butter crust and smooth out into an even layer. Heat the remaining 1/4 cup peanut butter in the microwave until warm and loose, about 1 minute. Dip a fork into the peanut butter and drizzle it over the pie. Loosely cover with plastic wrap and freeze until set, at least 2 hours or up to overnight. Decorate with a ring of strawberries before serving."
133,"Combine the chocolate chips and cream in a large microwave-safe bowl and heat for 2 1/2 minutes. Stir until completely smooth (the chocolate may appear separated at first, but just keep stirring). Pour into the prepared pie crust, loosely cover with plastic wrap and refrigerate until set, about 4 hours or up to overnight."
133,"Preheat the broiler."
133,"Use kitchen shears to cut each marshmallow in half, on a bias, from one corner to the opposite corner. Arrange the marshmallow halves, cut-side down, on top of the chilled pie. Broil until golden, watching closely and rotating the pan as needed, about 1 minute. Let the pie cool completely, then cover loosely with plastic wrap and return to the fridge until the ganache sets again, 1 to 2 hours."
134,"Slice the eggs in half from top to bottom. Scoop the yolks into a medium mixing bowl and lay the whites aside. Place all of the peppercorns, except 1/2 teaspoon of the pink peppercorns, into a spice grinder and process until ground well. Add the ground peppers, caper liquid, mayonnaise, mustard, salt and sugar to the egg yolks and using a fork, stir to thoroughly combine. Place the mixture into a zip-top plastic bag and cut a small hole at one of the corners. Pipe the mixture into each of the white halves. Coarsely grind the remaining 1/2 teaspoon of pink peppercorns and use to garnish the top of each egg."
134,"Chill for at least 1 hour in the refrigerator before serving."
135,"Heat oven to 425 degrees F. Spray cookie sheet with cooking spray; sprinkle with cornmeal. Unroll dough; place on cookie sheet. Starting at center, press out dough into 14x12-inch rectangle. Brush dough with olive oil."
135,"Bake 6 to 8 minutes. Sprinkle Cheddar cheese in the shape of a ""plus sign"" on crust, dividing the crust into four squares. Top each square with 1 of the 4 variations listed above to make 4 different squares; if desired, on the Pepperoni Pizza Square, arrange the pepperoni to make a happy face. Top entire pizza with mozzarella cheese."
135,"Bake 10 to 13 minutes longer or until crust is deep golden brown and cheese is melted and bubbly. Cut pizza into 4 squares; cut each square into 4 squares to make a total of 16 squares."
135,"This recipe lends itself well to other variations. Get creative and add your family's favorite toppings!"
135,"For a perfect party pizza, follow Steps 1 and 2, dividing the crust into four squares with lines of shredded Cheddar cheese as described. Then provide toppings (meats, cheeses, sauces, fruits, etc.), allowing guests to complete a square with the ingredients of their choice."
135,"Wonderful for a teen sleepover party!"
136,"Season the chicken with salt and pepper, to taste, and lightly dredge in flour. In a large saute pan, heat the oil over medium-high heat and add the chicken. Brown on both sides, until nicely golden, about 3 minutes per side. Remove from the pan and set aside on a plate. In the same pan, add more oil, if needed, along with the onion, mushrooms and peppers and saute until softened and fragrant, but not limp, about 5 minutes. Season with salt and pepper, to taste. Stir in the tomato paste and cook a few minutes to cook out the raw flavor. Turn up the heat, and add the wine/wine to deglaze the pan and let it reduce for 2 or 3 minutes. Add the beef broth and tomatoes. Once the mixture begins to bubble, add the browned paillards and any juices from the chicken and reduce the heat to a simmer. Cook until the chicken is warmed through, about 3 minutes. Turn the heat off and stir in the butter. Transfer to a serving platter and serve immediately."
137,"Preheat oven to 350 degrees F."
137,"Season chicken with salt and pepper. Toss with a 2 tablespoons olive oil and brown on both sides in a wide fry pan or skillet over high heat. Remove from heat, add oil, thyme, and garlic cloves. Cover and bake for 1 1/2 hours."
137,"Remove chicken from the oven, let rest for 5 to 10 minutes, carve, and serve."
138,"Bring a large pot of salted water to boil for the pasta."
138,"Thinly slice 5 garlic cloves. Heat about a 1/2 inch vegetable oil in a small skillet over medium heat, then add 1 slice of garlic. Cook until the garlic is at a lively sizzle, then sprinkle in the rest of the garlic. Cook, stirring, until the garlic is just golden and crisp (don't overcook or it will be bitter), about 1 minute. Drain on paper towels and sprinkle with salt."
138,"Melt 2 tablespoons butter in a large skillet over medium-high heat. Add the chicken and whole garlic cloves and sprinkle with salt and pepper. Cook, tossing occasionally, until both the chicken and garlic are golden brown, 7 to 8 minutes. Add the wine and adjust the heat so the sauce is simmering, then cover and cook until the chicken and garlic are tender, about 10 minutes."
138,"Uncover and adjust the heat so the sauce reduces and is syrupy, about 1 minute. Add the cream and simmer until slightly thickened, 2 to 3 minutes; reduce the heat to low and keep warm."
138,"Meanwhile, cook the pasta until al dente according to the package directions. Drain the pasta, reserving 1/2 cup pasta water. Add the pasta to the simmering sauce and toss to coat, adding a little pasta water if it seems dry. Remove the skillet from the heat, then stir in the Parmesan and remaining 2 tablespoons butter. Sprinkle with the parsley and serve in pasta bowls topped with the garlic chips."
139,"Beat together eggs and water until blended. In a 10-inch omelet pan heat butter until just hot enough to sizzle a drop of water. Pour in egg mixture. Mixture should set immediately at edges. With an inverted pancake turner, carefully push cooked portions at edges toward center so uncooked portions can reach hot pan surface, tilting pan and moving as necessary. Continue until the egg is set and will not flow."
139,"Fill the omelet with 1/2 cup of desired mixture. With a pancake turner, fold omelet in half. Invert onto plate and serve immediately."
140,"Swirl the chocolate on the inside of a chilled martini glass. Combine the vanilla vodka and white chocolate liqueur in a cocktail shaker filled with ice. Shake and pour into the prepared martini glass. Garnish with a cherry."
142,"To make the tart dough: In a food processor combine the almond meal, flour, confectioners' sugar and salt. Pulse several times to combine. Add the butter and egg yolk, process just until the dough comes together. Distribute the dough into the 13-by-4-inch tart pan (or 10-inch round)."
142,"Lay plastic wrap over the dough and press it into the pan so that it is an even thickness. Remove the plastic and freeze the dough until it is firm, about 20 minutes."
